"key","listing_id","redeemed"
"NADOTJG1-LABESEB1101-OTLUADQ1",37,true
"FDJAMNW1IUV-XYMECHP1-QKSIKRV1AAC",38,false
"DIUOUAP1-ZXJERWA1-FUDITHG1503",39,true
"DURUNFF1-MEBEBUC1AUP-NKGUMYH1",40,false
"QLUEMEQ1OIR-ZNKUNEV1-VTPUSRW1",41,true
"JQMOSEG1-ZFGOREV1845-RZSEMEM1VUZ",42,false
"TPKAMUJ1-NOWINPB1GUY-KUMASUY1068",43,true
"ODLIILT1658-OZJIPLH1362-AAUUNPG1YEZ",44,false
"OMGEGBQ1PET-XNEAMVG1989-DZGIANB1",45,true
"IPCASCA1-PAFOTLS1-GULUZWY1846",1,false
"QCVUGPK1-AYDIGGI1-RMLUREF1",2,true
"ZPLAGFD1980-TGMEJEH1-RNEUPKO1631",3,false
"PZTIAXO1-EZUOSMA1LAM-VKOOCNV1",4,true
"KKGILAI1-HFGOSTH1HIR-OLAAMPZ1",5,false
"ZAMOPTV1-WSDIARG1-NXYIPGY1",6,true
"LKDISZW1LER-HUFUKID1593-GIHITFD1",7,false
"XXLOCYQ1295-WVJIMWR1-VANOBEW1",8,true
"GUFEMHE1-DFAIDZO1-EVIAMPR1",9,false
"RLVIAGX1675-UGYOAEA1-KAZEGAB1LUU",10,true
"HKGACAK1-ANEIAEV1-VPNUNZR1",11,false
"HMFOVIF1-DXOAFMX1452-GOKIACR1",12,true
"XJQIMHY1857-RPVIDGA1-YKJOTTI1",13,false
"JBCATWH1-LDQITMY1-NTEUGFD1",14,true
"YWUUPYW1-XBQEFJR1-AEUUWSJ1",15,false
"FQMUGQS1384-FVPIUSP1-MVPUKZY1627",16,true
"YZNAIQL1-XXZUWSJ1715-VYDEBFI1",17,false
"XZXEGQG1-HVKIHRG1-GLIOYTH1557",18,true
"LNWAVGF1635-EFVESXS1948-KVHIJPW1",19,false
"ZVMADMV1-KYZAZWU1728-FJJESXF1344",20,true
"TULUMEC1-RWVORWT1-IHMOVGT1",21,false
"ERJAHMG1447-KMFOLKK1817-FYDOUGQ1",22,true
"CKPIDOZ1304-HFZABSB1689-KSNOCAW1957",23,false
"QWRIAND1646-WQQUKRF1-TTJESJT1",24,true
"TOOIMEA1479-WQRAUYM1845-GWOONAV1",25,false
"ANLUAWF1-GSQOMOA1386-ZSXISIV1238",26,true
"PYTUKZL1-WCUOUYQ1GEQ-MDQOGSA1QII",27,false
"XCTUPLR1-JVEUMRL1573-NAMAUYA1",28,true
"QVUUBUT1296-OADIFRF1337-PKLOHUR1",29,false
"WCJOUZC1-WNEEBAE1-NIHIBNJ1",30,true
"ZRGIILO1DAO-ADCEACT1-LPXEROP1",31,false
"RFCEMZJ1-XERASYC1-CCKEPMS1",32,true
"EDBAACG1196-NVKABJX1209-ESOEHKR1",33,false
"QVYACFY1530-FCAASAF1-MLYOBYS1",34,true
"VMOOGGN1-OETAECQ1792-UJSEKIH1",35,false
"IDHAGTW1-CKYUBDG1351-DHFAPKZ1",36,true
"SNMITAT1-MRXOSAI1751-IUJIJEM1JEH",37,false
"ZXKIPEY1-DKKOGYV1-GWFEBBF1",38,true
"ZSCOMAQ1-BRAICWU1-WNHIHMI1263",39,false
"MQNEYEH1123-XEKAMRE1-YRRUMNW1756",40,true
"WVXUSRX1565-DRPOGWH1-BTCOCAL1ROB",41,false
"XTGUKRI1-HILICUV1-EPAESSL1688",42,true
"NVJEBWW1-OLYEETP1-OCREKYW1",43,false
"PBMENUS1417-LSDILYK1-IQSULID1443",44,true
"MMNEAEK1682-ZFUUEHH1418-XSHOMLV1",45,false
"AKCUAEC1-SWNIUYA1-XDKOHTB1",1,true
"TYOOGWR1-TEMIGLV1-AVRALBV1331",2,false
"PJKUMOS1606-NAIOBMM1265-EXFOGHX1EEY",3,true
"LFKISDS1737-HADEAZN1-RXIOVCU1223",4,false
"IUIOAWC1-ALJEESH1671-YNEOFRX1",5,true
"WFYUBJN1-VURUFOA1-KEGEBSS1",6,false
"BNYUKRG1KED-ZLNOSXS1775-LBAOMNK1965",7,true
"JYFEMMO1863-FVDIVAN1-CEHASIF1",8,false
"NFXUGTB1-JWBAGTS1-ZCBAPKX1",9,true
"JRIEIDP1-VOGEMZT1-HQWEMSE1",10,false
"XGRAMDJ1QOY-HBKUITC1504-OADUCMV1",11,true
"HWJEUSD1-SOHOPWD1041-UYZIGWZ1",12,false
"BRHIERB1-ZBKOTKV1-MNGUFJC1WOL",13,true
"FKSESJV1945-TYBIPEU1310-TEXODEK1198",14,false
"PDHETZO1-DKAENIT1DAO-CFIAIQS1",15,true
"LVYACFJ1-JPOEDZS1-RCWIANB1",16,false
"YULUCGA1-KGRUSYF1303-UODUMSP1",17,true
"ALCICHO1-ECUIPGE1808-PBDEPFO1YAR",18,false
"GKLUGMF1-YVSOTRK1UUJ-LYXUTCD1",19,true
"MCKOTFT1972-MBCIOMX1-XDHACRP1",20,false
"YXKAERJ1-AXXOGSH1-PEREGHW1719",21,true
"ESGOMKF1YEX-TBHOUZC1-CVVIGBU1",22,false
"IBTAKML1TAA-ANYOMOK1-CTHASZM1",23,true
"VKBOBLI1678-CUWAMOS1892-HZZUFIS1372",24,false
"BPTIILI1-OTTONOU1-DRNEMYQ1",25,true
"JUTENRF1-XSHADKI1-WZKUNPU1AIQ",26,false
"HNAOISV1-WGMESHM1920-WWJAIES1",27,true
"MRNISYZ1TUK-INVONAC1-ZTEEETJ1155",28,false
"ETGUAGC1164-NSGOMTN1-STAIGUW1289",29,true
"QRIEIRH1870-ICGABOG1-ZPTISBS1072",30,false
"FBVUUSF1044-TISUNOH1-HSIUPNN1125",31,true
"OXPETRZ1-PKXAIDV1-SHDIIQF1",32,false
"FISIKGI1-AFIUKRT1-HKMECKO1",33,true
"MTSODGA1-MCAOACE1-VFBENUC1",34,false
"NEWEHUF1-TLSUCZH1-DVOECZL1295",35,true
"BVFIJEJ1-GKTOINA1-KRGOAOM1013",36,false
"LJQISSY1-FTYEUAC1997-CNTUEHR1",37,true
"OPHUIEA1-XAPOMNS1-PWTENCE1803",38,false
"RSSIBTV1-ZXBEIEI1115-SUPOROS1880",39,true
"TJMEKHK1-MLZURUM1541-XYFUUMF1",40,false
"RIOIIRG1782-MVGEMPO1-WEFUDKI1000",41,true
"HIKUSUQ1649-TNRUCRU1-HOIULKF1521",42,false
"TPOOCKV1-DMFUGLJ1-ZGYAHNG1176",43,true
"PNLOKZV1209-REQUSIK1-MYLUSRB1796",44,false
"XOFOMKE1HIB-NZBUIDN1-KTGICEL1254",45,true
"FTRULCT1QAD-YCRABMP1OIE-EURAGMK1733",1,false
"OAIICCR1-RDBABYU1-FSCEZWV1",2,true
"EMGEBEW1-AKOASXO1472-KMVIDJD1803",3,false
"RAVILIH1-XTJICRK1-MLCEARP1",4,true
"EKXIMAQ1YIE-EQHIFML1592-PCWOBYR1716",5,false
"JMPISOE1087-XGGEFKS1011-PUYUCDH1725",6,true
"GGLILRL1642-MFXOCGH1-TTMOJOK1",7,false
"JWMEEHQ1-BQCICPL1-CRWOMVG1",8,true
"ZYXOGDP1052-NZBESYR1-CXOURSN1",9,false
"PTTURSI1245-JVROCRR1-FUQAKPG1",10,true
"FHDIANB1705-IRFEDZG1-PGIILTZ1278",11,false
"XKSAITH1-FFAOGGT1-OEYOMDH1407",12,true
"VKJULKG1-AFLOVEJ1624-NLWAITS1",13,false
"CWOINCD1535-NLFINCA1IAD-EKSECSK1",14,true
"ZBNUWFG1-VUWUGMH1-SKEAMVV1",15,false
"GWQUMNV1810-IVREGPG1530-LZCUVAT1",16,true
"FCZIMDA1-UEQISVI1133-SASIKMG1",17,false
"NRVUSBB1559-OSWUCKG1-HXTUVAP1",18,true
"TWBEANS1-QSREBII1-QPREMQR1",19,false
"JUDUDOF1497-GCNUVCR1-AARESOF1QOO",20,true
"YQDUSBC1756-XSWACLQ1AAU-ILIATFR1",21,false
"XEGAICX1-MTPITRI1-CTNUAID1395",22,true
"SWCAMTC1-XZNAPYN1207-MLCAVII1",23,false
"XNUAGTO1153-FSLIAGI1-EJWOAUP1HAA",24,true
"HJWEZAU1-JEVAYUN1-MNXUNEH1",25,false
"FMKASHS1-IVOOTVT1-LNGOSSY1980",26,true
"OECEOMM1169-MQTESVA1-BLGEBGI1784",27,false
"NUTIGAP1583-JCYAGDA1-RTBATAF1353",28,true
"WBSULCV1-VOVOSVS1AIR-BRNOANU1",29,false
"IVQOHKS1-ESCUFJJ1-SFZATTQ1",30,true
"MCCABNS1-MCSAPRD1812-BKAITVX1",31,false
"JYKUGRU1-SGAAACZ1PUF-DYMIGIB1",32,true
"WYKINAM1516-OKJOMEE1899-DHNOMPX1",33,false
"LELUCLX1-UIFIEEC1952-PVZOASL1750",34,true
"JKOALCU1-EBVUBGD1365-WAQABTI1",35,false
"OCBANPZ1-EMJIMDE1JOE-XFMUCOA1",36,true
"YDXAASS1-CJEACGB1648-NLGEMRX1",37,false
"VAUESMQ1-VOOOCMC1-HTQEGAM1",38,true
"PNUAPKO1351-LTFOCFR1-WGNUMXO1338",39,false
"ZPPAICU1688-PSZIYEY1-QPBUTVE1",40,true
"LFFITWZ1-PIYEDGM1-GBPOSTA1",41,false
"LJWEHMC1-YPEEBBT1-CYGAAUY1",42,true
"FOSULVO1-SDIAJON1-PFFEMMF1796",43,false
"GMJOYEL1-GYBIYEP1634-VVSEMYP1",44,true
"LKBOTNN1802-YVJOTKV1-JFPIDZU1142",45,false
"WSEUREU1-HYEUEUY1-FMXEBBJ1",1,true
"LBNICGS1493-BDEUPRC1859-NJJOSHC1PIS",2,false
"HTXUBTS1571-UIKISNQ1-FPIINPU1",3,true
"NBUOGYV1ROV-FGYAAOE1-GZNAYUA1",4,false
"PPZOTVX1515-XQFUTGH1-LNAIMQX1",5,true
"BGQUHUP1-AXMUMZR1SIM-YPEEPRV1XIS",6,false
"MHHACPE1KUX-SPPACMH1EIB-IPTONRG1041",7,true
"FTWITNB1243-QLIUTHT1-MREABRG1053",8,false
"WVDEMNR1-CAMOSDL1899-WAQASUU1266",9,true
"LAEUGUC1-QXPERUA1736-AHHAMTC1066",10,false
"AQCEZAN1-TUQENRC1-HGZAUSO1",11,true
"WQZOICP1191-AMCASHV1-CKKASDB1154",12,false
"OJKORUI1964-NMVEESL1-XRWUFRX1UOM",13,true
"NTSIPWT1435-GRPUGUR1007-BAOEGWP1090",14,false
"CVVUKNT1590-ZRBIYTS1580-ZOXEZAI1909",15,true
"DSEIMKN1098-FEJIIOD1-KRMIYTY1",16,false
"OGTOIOW1-QCPAFXO1123-XEIOOMC1UOS",17,true
"BGDOFXC1XAF-ZXBACUM1-XZHADEP1",18,false
"NXUUSAK1-HPPITOJ1AAX-CNVABHI1",19,true
"XXUOTDA1270-LLSODDL1ZIX-AFHALAF1719",20,false
"YZCAGPN1880-PQYUSGZ1-VGQIKPC1",21,true
"WEIISUW1703-WWSEKMV1-MJUANRT1",22,false
"AOUISRW1-QWOAVAE1-MTGOMOC1TOY",23,true
"GWZEPKS1-GHAEUGO1-CRZIHKI1",24,false
"ZJAEPSZ1-UFCISSM1VIM-KAMEKYO1ZUR",25,true
"HMSAANL1-UYWOGEG1-LZJUSDJ1",26,false
"WSSOTGH1-SZXEBWG1-YUYICYA1",27,true
"KPFAMPO1-VHJEMQK1-IDDOVUA1739",28,false
"AXFEMON1927-LXXIBQS1-TAHUFIK1",29,true
"VBEETDL1-FIQUUGJ1876-XXPAPWP1665",30,false
"SAFETDL1-SIKIVNI1948-VWMEBDQ1613",31,true
"HXFIKRF1405-IMGOTHH1-QRNACYO1121",32,false
"UUQOAME1-WGTOMCV1-AFMAFJU1",33,true
"TDCUNZA1-VBUUIEA1-DKLOMAG1093",34,false
"PBZICDN1449-JZXOPKN1987-UIIEMXQ1",35,true
"YJMOICT1BEC-CMAARUO1-UKZAKEW1495",36,false
"NBGOVGV1594-SDVUPWE1-HIWARSY1",37,true
"EBDOSII1-ZAJICDR1424-DEHOMGQ1",38,false
"NXDOADE1-RSEOKWP1WAV-ZRAAIOJ1",39,true
"OLEAGAG1WON-ZJCACRN1-UKRIKIL1180",40,false
"FVWODKG1-ATUINCD1267-BXLACWR1",41,true
"MSOELYX1-LGUOARN1PAH-AREACLS1",42,false
"MOMEDMZ1FOH-IVLUKIT1701-GORINCT1",43,true
"PSAIPLP1-HKOOKRZ1-AFIEAGK1EUJ",44,false
"XWVUGRS1205-SWDEKIG1-YDSELKD1",45,true
"DOBIGQI1732-ANCASYT1582-ECVOCLT1",1,false
"WNPOSCG1-TYSEUSH1-EWXEDMP1",2,true
"PTAUVAR1-RKAINRA1-UDMOATH1",3,false
"MJGUTLN1-FGPUMLM1-RZWABUS1",4,true
"AJUUITG1897-PASOMAK1MAW-WWOUHRD1",5,false
"DZBICSC1MUF-QXGAJPQ1326-XBJESDV1",6,true
"LISUROB1-NHFUEER1-NWPUICX1",7,false
"ZTSOCPZ1QAN-QFNAVIN1JUF-NSSIPSN1",8,true
"UJCUCMS1-ZHJAQAK1-OASALIE1434",9,false
"DOIESVM1-TPXITHI1-AKSOAEX1257",10,true
"BSRAMHI1-HEAUZRJ1-CYTUPRD1",11,false
"QSPAJES1-JNKEBSY1-AQXULYM1",12,true
"PCGATGA1-QCUETRC1-SREILUQ1",13,false
"LFHOVEH1413-KDTIZAI1-RYUIMNA1",14,true
"MLAIUZI1429-RUZOBWL1788-FDTOBRB1GIK",15,false
"HBWOTJX1-ZKLAYEH1-YRLUJPE1892",16,true
"QOYUKEJ1-FIKIDZX1-FXZOBGE1",17,false
"HVSOGNZ1-MCSANRC1119-TDYUMTM1026",18,true
"ICPIMZK1377-EMSOMRN1-TWKETCY1430",19,false
"RHRUMXF1001-YUZICUV1-OBJIBQH1",20,true
"HTUAPHU1-QRFOCLO1758-BFZIQAC1592",21,false
"JVKIGNY1-MREULVU1-MSSUUZO1",22,true
"TPBUGDS1-UPOAMDJ1-PZFATFL1",23,false
"AJXAMDG1-ZHCENLZ1JOY-KCTINTJ1",24,true
"ILBAZAE1GET-MNAIBQW1HEG-WMGANCH1",25,false
"TGREDMO1-XTRAAUJ1950-VJCETDH1212",26,true
"FDYEAGX1-EQIUTRN1-MLAONAS1586",27,false
"HTWEKWJ1548-IROOEAH1-JUEOSTB1141",28,true
"AFAOBFL1GEX-WJMENPP1-XJGAERE1",29,false
"DFJIMFY1516-MLIUIDC1PUD-KFKOSUH1",30,true
"WURIPAV1-HADUCMZ1-UIRULBC1",31,false
"ECGAKEZ1-MFFORSE1-WBAIMXY1WEF",32,true
"UEHUVUC1-DWREVGI1-RLLEFXZ1",33,false
"OWCOIMR1-VASIHNS1-NEHIPAM1989",34,true
"BXOULTD1808-MKHUSGR1-QJJANIY1",35,false
"JYNOIDE1IIC-IOAICGM1-EYSOKMM1",36,true
"XEMOBTN1265-LVEUOMU1-TMAUNRQ1389",37,false
"GXJAKRH1019-DJDEMLK1784-EKAARWX1QEB",38,true
"NVZUAMY1-MZVEJOG1-MSOOJPW1",39,false
"MFQAMDK1705-PCDUJMP1321-KRPIBUS1",40,true
"IOLOLYL1-RNDACXL1146-GTLAHRT1",41,false
"VWWEMOX1-QHQEGET1-FTYAMAQ1",42,true
"CVVIVCT1-LDXEMKK1523-MKDUEAB1",43,false
"ZJQIGHO1124-LKSAUAN1-BLVOBIO1264",44,true
"BZWIBEC1619-TBKOFMC1-WYSASCJ1",45,false
"VSXIBYM1160-GLCEBAC1GUJ-HZZISLT1BUR",1,true
"TTTUJEV1249-SSLICOK1919-BSLOCZU1YOE",2,false
"FCGOGPJ1100-MQOESVK1608-VTEIBHR1GAK",3,true
"DTMEDJW1011-IMSUPHS1EAX-GTKICYN1101",4,false
"JHKULTE1-CKEATCA1-WOHEVND1",5,true
"OOJIBLF1250-CUIUYEZ1-YTQUTVK1",6,false
"VMNUTWJ1-SVUOTFV1-WMPISLG1867",7,true
"XUFAMQO1005-VUUIICJ1SEW-KTRASIH1OEQ",8,false
"FKLILBG1999-GOSISLM1-ITUIMXM1863",9,true
"SGOEBJZ1-YOSIIQN1325-AYRINGU1",10,false
"WDYALRD1-VFNOZMM1-UQPOMZJ1204",11,true
"JFXIMFI1-TUVASZH1-IOYUARS1",12,false
"QXZEAQI1DEU-DTEASUQ1-SHUIYUK1999",13,true
"MDEAMDV1319-NRRAIND1LOI-RQNEPHZ1",14,false
"FQKABHM1180-RJLASIK1380-ULAIFOX1745",15,true
"WHTEATP1603-XELITLU1-PNJASIF1799",16,false
"LXGUTTG1AUB-BWMALIZ1-YVUEEES1",17,true
"HRGUNFN1-WRQOBMX1-HNNEECO1915",18,false
"ATDOPHQ1629-CLUUJEV1WOU-WYXIPMA1832",19,true
"WDSUPST1-VAUIKEK1880-KGQAYUX1BAI",20,false
"OEOOIRI1-VZMUNCG1906-SVYETFR1",21,true
"JOCUTOT1046-TPEATOO1757-GIDEZRZ1873",22,false
"DWWEBEH1-FDCABTM1414-YKZIBVG1",23,true
"NHNAVUU1887-IQUEMHF1-DHTUOMS1",24,false
"QRBUNAJ1-ZDVEVIX1-ZWNUBNU1",25,true
"WWYOGPN1-YWGEANA1-EALAAOE1PON",26,false
"TKHATHB1-ZQFUIQD1055-KXDEBQS1",27,true
"KZZUMYD1-PMHINEE1AAK-FYMALRT1",28,false
"TLFUASB1-KHXEBYC1284-NIIASEP1",29,true
"VGNEPAU1-GVJIGAB1-XWGEMVC1063",30,false
"UQFOGAU1-FBEEMEQ1-FYAOCCO1943",31,true
"IQSUGDP1395-VKBIVAI1-QFQAGPX1",32,false
"KLZIBJH1-GAQIAUB1-MHKOWSJ1",33,true
"CWREROD1-GARIGFD1-IJCUDZM1",34,false
"PCLUKHP1-UGIASEW1335-PBFESGJ1",35,true
"CMCIJPY1238-QKHOARC1-NESOPHP1EEH",36,false
"NUBISXK1POU-IJWENOI1-XYWUNTE1",37,true
"SHFUMWS1298-ACROAUD1-MOZETWC1OIE",38,false
"UWVUYTS1-EMYISEG1-MTHUBQZ1",39,true
"GWJETLZ1UAY-BUWALCV1-QKAULRT1",40,false
"GYKESCV1480-EAZAGYF1DOD-CFXAWSS1910",41,true
"OFKIMYP1-MWGEBAZ1-LJHOPWQ1",42,false
"BROOKHN1926-FQNEUYR1539-EWDOTNF1",43,true
"QWEAGUX1-JPNUGMU1-ZIXUFXH1",44,false
"XVBUGWB1-YLLEPTV1325-BAOATOP1BOU",45,true
"VABEMEO1YEA-RUTIKWE1176-SHRESNF1",1,false
"ZYDOUGF1339-GCYIEHJ1-QKOIMHZ1680",2,true
"BOWEKPM1-SVGAFIH1WOO-HAAETDY1",3,false
"UMCOASR1-TIVIAWK1320-FMROSVU1",4,true
"VNUEVCR1-WVWECZP1HOV-VGYOATD1",5,false
"VOSACMU1IES-LRVAMET1-OLMABMU1",6,true
"JTMIFRS1246-YBOIKHY1-IBGUCKV1GOH",7,false
"EUVOAME1103-IYYOROJ1OAO-JYDESSS1865",8,true
"SRLONPV1-FXDEILC1-XQCESAU1",9,false
"YWVACDW1-HOBOEGO1-AYRIFOI1",10,true
"CVKUTMF1-BSNOGDF1-ROBUFMC1783",11,false
"BYRETKX1-VVVEHNC1825-UVIOMFI1",12,true
"FGTOUMW1IIG-DLHIPNQ1073-PSAONAI1",13,false
"LQUUTTP1-DFUOINA1-KEBAVIE1121",14,true
"PJBUTAW1-IMGOMDU1218-BHGOBZZ1",15,false
"FBNESEK1-WHIUSSB1-DBAOIQR1",16,true
"YHMUEAI1316-IWKUMHY1-AFBABIN1",17,false
"VMOILTS1514-NZGUMRJ1096-RQEAERT1",18,true
"SQZUCZO1327-SPEECSU1-KGFOVNR1",19,false
"OSTEKMK1-KVUINTD1-UXZUMSX1",20,true
"SOVOBWL1755-HWLIMZE1YEG-QTMABEF1988",21,false
"NAGEMHU1-MXMUGAN1710-JVLEBJZ1",22,true
"RRCUFOQ1452-OJPARWC1705-OPBUDMQ1400",23,false
"NUEINTP1-BXAIAEN1-BYZUERR1392",24,true
"QLUIYEW1-WPLICUR1-MNSISZF1",25,false
"CBLOBJR1-BVMULYM1-ZVFOUYH1",26,true
"IRBAKGZ1-QHHIDMF1380-WFZEZWM1",27,false
"YCHIVIS1-JVFURWT1-KVSERWK1",28,true
"NEJISNP1833-FCUEAMU1-YKZACXA1778",29,false
"LGSISMW1-HYFEMNU1-JAYEPGH1OAJ",30,true
"KVROBGD1138-CQXEMHE1236-KORUBYQ1935",31,false
"RCEAVUE1537-KVFIYEX1-WYJAETL1",32,true
"XBEISYL1-FODODZI1682-BZOETWP1",33,false
"JAGOVNU1-ILBASMO1-TVLIFIY1507",34,true
"FWBOBQN1-ZRGOGDI1-QAZEIMA1",35,false
"AXPUMFP1-ETQONCK1-OVZUMYY1",36,true
"VGDUAND1-NWHAGFM1-KVOACCR1",37,false
"MKYUFKN1-JGFEBLD1613-ZHCUFXS1HUM",38,true
"FMKIIOA1-KISIAZA1-PCHINAO1",39,false
"LZMONGU1-MXJODJR1-JAGAUZF1165",40,true
